Phrase1,Phrase2,Similarity
What is the flow of air traffic in North America?,How much money did Lloyd's of London make last year?,0.44291
What is the flow of air traffic in North America?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.47133377
What is the flow of air traffic in North America?,Which Lloyd's syndicates owns the maximum number of assets?,0.404697
What is the flow of air traffic in North America?,List key performance indicators for AXA?,0.31350896
What is the flow of air traffic in North America?,What are the most prominent legal cases?,0.49708048
What is the flow of air traffic in North America?,How does oil industry perform in Brazil?,0.52283376
What is the flow of air traffic in North America?,What is the main driver of growth in automobile industry in Europe?,0.6212392
What is the flow of air traffic in North America?,Which country in Europe is going to grow the most in 2020?,0.611575
What is the flow of air traffic in North America?,What are the biggest acquisitions in 2020?,0.5363535
What is the flow of air traffic in North America?,How impacted is the airline industry in 2020?,0.5682657
What is the flow of air traffic in North America?,What are the most prominent bankruptcies in 2020?,0.49906033
What is the fleet of Airbus?,Airlines profitability Brazil?,0.24462683
What is the fleet of Airbus?,Mergers among airline companies?,0.27089334
What is the fleet of Airbus?,Which are the most profitable airports?,0.5952507
What is the fleet of Airbus?,What has the capacity movement of airline companies been over the years?,0.6420872
What is the fleet of Airbus?,Details of the Aban Abraham oil rig?,0.3115591
What is the fleet of Airbus?,How big is the airlines industry in China?,0.63690996
What is the fleet of Airbus?,How much money did Lloyd's of London make last year?,0.46487534
What is the fleet of Airbus?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.50509936
What is the fleet of Airbus?,Which Lloyd's syndicates owns the maximum number of assets?,0.51526767
What is the fleet of Airbus?,List key performance indicators for AXA?,0.32942045
What is the fleet of Airbus?,What are the most prominent legal cases?,0.5668069
What is the fleet of Airbus?,How does oil industry perform in Brazil?,0.52549356
What is the fleet of Airbus?,What is the main driver of growth in automobile industry in Europe?,0.63071185
What is the fleet of Airbus?,Which country in Europe is going to grow the most in 2020?,0.65360504
What is the fleet of Airbus?,What are the biggest acquisitions in 2020?,0.60263824
What is the fleet of Airbus?,How impacted is the airline industry in 2020?,0.6069937
What is the fleet of Airbus?,What are the most prominent bankruptcies in 2020?,0.5428947
Airlines profitability Brazil?,Mergers among airline companies?,0.47880587
Airlines profitability Brazil?,Which are the most profitable airports?,0.27233362
Airlines profitability Brazil?,What has the capacity movement of airline companies been over the years?,0.43504003
Airlines profitability Brazil?,Details of the Aban Abraham oil rig?,0.19242005
Airlines profitability Brazil?,How big is the airlines industry in China?,0.44736654
Airlines profitability Brazil?,How much money did Lloyd's of London make last year?,0.11287819
Airlines profitability Brazil?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.18231307
Airlines profitability Brazil?,Which Lloyd's syndicates owns the maximum number of assets?,0.14470662
Airlines profitability Brazil?,List key performance indicators for AXA?,0.22509918
Airlines profitability Brazil?,What are the most prominent legal cases?,0.10082784
Airlines profitability Brazil?,How does oil industry perform in Brazil?,0.2520795
Airlines profitability Brazil?,What is the main driver of growth in automobile industry in Europe?,0.3124451
Airlines profitability Brazil?,Which country in Europe is going to grow the most in 2020?,0.17136829
Airlines profitability Brazil?,What are the biggest acquisitions in 2020?,0.24125832
Airlines profitability Brazil?,How impacted is the airline industry in 2020?,0.46470323
Airlines profitability Brazil?,What are the most prominent bankruptcies in 2020?,0.20396845
Mergers among airline companies?,Which are the most profitable airports?,0.34187448
Mergers among airline companies?,What has the capacity movement of airline companies been over the years?,0.47974813
Mergers among airline companies?,Details of the Aban Abraham oil rig?,0.28272733
Mergers among airline companies?,How big is the airlines industry in China?,0.55938727
Mergers among airline companies?,How much money did Lloyd's of London make last year?,0.17815575
Mergers among airline companies?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.2156466
Mergers among airline companies?,Which Lloyd's syndicates owns the maximum number of assets?,0.2769145
Mergers among airline companies?,List key performance indicators for AXA?,0.26327634
Mergers among airline companies?,What are the most prominent legal cases?,0.28295958
Mergers among airline companies?,How does oil industry perform in Brazil?,0.3358528
Mergers among airline companies?,What is the main driver of growth in automobile industry in Europe?,0.36905214
Mergers among airline companies?,Which country in Europe is going to grow the most in 2020?,0.31285316
Mergers among airline companies?,What are the biggest acquisitions in 2020?,0.36403915
Mergers among airline companies?,How impacted is the airline industry in 2020?,0.5500858
Mergers among airline companies?,What are the most prominent bankruptcies in 2020?,0.4123804
Which are the most profitable airports?,What has the capacity movement of airline companies been over the years?,0.52607167
Which are the most profitable airports?,Details of the Aban Abraham oil rig?,0.22811043
Which are the most profitable airports?,How big is the airlines industry in China?,0.582065
Which are the most profitable airports?,How much money did Lloyd's of London make last year?,0.4789074
Which are the most profitable airports?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.43958342
Which are the most profitable airports?,Which Lloyd's syndicates owns the maximum number of assets?,0.5950992
Which are the most profitable airports?,List key performance indicators for AXA?,0.38037223
Which are the most profitable airports?,What are the most prominent legal cases?,0.74036336
Which are the most profitable airports?,How does oil industry perform in Brazil?,0.4879705
Which are the most profitable airports?,What is the main driver of growth in automobile industry in Europe?,0.5881622
Which are the most profitable airports?,Which country in Europe is going to grow the most in 2020?,0.762578
Which are the most profitable airports?,What are the biggest acquisitions in 2020?,0.70329857
Which are the most profitable airports?,How impacted is the airline industry in 2020?,0.5436647
Which are the most profitable airports?,What are the most prominent bankruptcies in 2020?,0.73882556
What has the capacity movement of airline companies been over the years?,Details of the Aban Abraham oil rig?,0.32259354
What has the capacity movement of airline companies been over the years?,How big is the airlines industry in China?,0.7717353
What has the capacity movement of airline companies been over the years?,How much money did Lloyd's of London make last year?,0.49543667
What has the capacity movement of airline companies been over the years?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.5021739
What has the capacity movement of airline companies been over the years?,Which Lloyd's syndicates owns the maximum number of assets?,0.53272146
What has the capacity movement of airline companies been over the years?,List key performance indicators for AXA?,0.38557208
What has the capacity movement of airline companies been over the years?,What are the most prominent legal cases?,0.5529574
What has the capacity movement of airline companies been over the years?,How does oil industry perform in Brazil?,0.56928074
What has the capacity movement of airline companies been over the years?,What is the main driver of growth in automobile industry in Europe?,0.6708633
What has the capacity movement of airline companies been over the years?,Which country in Europe is going to grow the most in 2020?,0.6276765
What has the capacity movement of airline companies been over the years?,What are the biggest acquisitions in 2020?,0.6070682
What has the capacity movement of airline companies been over the years?,How impacted is the airline industry in 2020?,0.75850964
What has the capacity movement of airline companies been over the years?,What are the most prominent bankruptcies in 2020?,0.5913922
Details of the Aban Abraham oil rig?,How big is the airlines industry in China?,0.34127465
Details of the Aban Abraham oil rig?,How much money did Lloyd's of London make last year?,0.24646069
Details of the Aban Abraham oil rig?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.3427925
Details of the Aban Abraham oil rig?,Which Lloyd's syndicates owns the maximum number of assets?,0.22337048
Details of the Aban Abraham oil rig?,List key performance indicators for AXA?,0.18354827
Details of the Aban Abraham oil rig?,What are the most prominent legal cases?,0.24016966
Details of the Aban Abraham oil rig?,How does oil industry perform in Brazil?,0.39872584
Details of the Aban Abraham oil rig?,What is the main driver of growth in automobile industry in Europe?,0.30701077
Details of the Aban Abraham oil rig?,Which country in Europe is going to grow the most in 2020?,0.24189244
Details of the Aban Abraham oil rig?,What are the biggest acquisitions in 2020?,0.26390845
Details of the Aban Abraham oil rig?,How impacted is the airline industry in 2020?,0.35548082
Details of the Aban Abraham oil rig?,What are the most prominent bankruptcies in 2020?,0.2263747
How big is the airlines industry in China?,How much money did Lloyd's of London make last year?,0.58863914
How big is the airlines industry in China?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.44737104
How big is the airlines industry in China?,Which Lloyd's syndicates owns the maximum number of assets?,0.45735234
How big is the airlines industry in China?,List key performance indicators for AXA?,0.3684221
How big is the airlines industry in China?,What are the most prominent legal cases?,0.56329954
How big is the airlines industry in China?,How does oil industry perform in Brazil?,0.7429118
How big is the airlines industry in China?,What is the main driver of growth in automobile industry in Europe?,0.705113
How big is the airlines industry in China?,Which country in Europe is going to grow the most in 2020?,0.67239
How big is the airlines industry in China?,What are the biggest acquisitions in 2020?,0.6549596
How big is the airlines industry in China?,How impacted is the airline industry in 2020?,0.86765754
How big is the airlines industry in China?,What are the most prominent bankruptcies in 2020?,0.626572
How much money did Lloyd's of London make last year?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,0.42362684
How much money did Lloyd's of London make last year?,Which Lloyd's syndicates owns the maximum number of assets?,0.38589096
How much money did Lloyd's of London make last year?,List key performance indicators for AXA?,0.24844319
How much money did Lloyd's of London make last year?,What are the most prominent legal cases?,0.46615505
How much money did Lloyd's of London make last year?,How does oil industry perform in Brazil?,0.62835497
How much money did Lloyd's of London make last year?,What is the main driver of growth in automobile industry in Europe?,0.422088
How much money did Lloyd's of London make last year?,Which country in Europe is going to grow the most in 2020?,0.60505366
How much money did Lloyd's of London make last year?,What are the biggest acquisitions in 2020?,0.5094461
How much money did Lloyd's of London make last year?,How impacted is the airline industry in 2020?,0.50366104
How much money did Lloyd's of London make last year?,What are the most prominent bankruptcies in 2020?,0.45620042
What was the Calendar year COR versus the Accident year COR for Lloyd's?,Which Lloyd's syndicates owns the maximum number of assets?,0.4104061
What was the Calendar year COR versus the Accident year COR for Lloyd's?,List key performance indicators for AXA?,0.38443014
What was the Calendar year COR versus the Accident year COR for Lloyd's?,What are the most prominent legal cases?,0.4436702
What was the Calendar year COR versus the Accident year COR for Lloyd's?,How does oil industry perform in Brazil?,0.37986952
What was the Calendar year COR versus the Accident year COR for Lloyd's?,What is the main driver of growth in automobile industry in Europe?,0.5555375
What was the Calendar year COR versus the Accident year COR for Lloyd's?,Which country in Europe is going to grow the most in 2020?,0.5160216
What was the Calendar year COR versus the Accident year COR for Lloyd's?,What are the biggest acquisitions in 2020?,0.4882594
What was the Calendar year COR versus the Accident year COR for Lloyd's?,How impacted is the airline industry in 2020?,0.46594244
What was the Calendar year COR versus the Accident year COR for Lloyd's?,What are the most prominent bankruptcies in 2020?,0.4445659
Which Lloyd's syndicates owns the maximum number of assets?,List key performance indicators for AXA?,0.2823987
Which Lloyd's syndicates owns the maximum number of assets?,What are the most prominent legal cases?,0.5236207
Which Lloyd's syndicates owns the maximum number of assets?,How does oil industry perform in Brazil?,0.37938145
Which Lloyd's syndicates owns the maximum number of assets?,What is the main driver of growth in automobile industry in Europe?,0.46869102
Which Lloyd's syndicates owns the maximum number of assets?,Which country in Europe is going to grow the most in 2020?,0.5508399
Which Lloyd's syndicates owns the maximum number of assets?,What are the biggest acquisitions in 2020?,0.5331362
Which Lloyd's syndicates owns the maximum number of assets?,How impacted is the airline industry in 2020?,0.4216538
Which Lloyd's syndicates owns the maximum number of assets?,What are the most prominent bankruptcies in 2020?,0.5133443
List key performance indicators for AXA?,What are the most prominent legal cases?,0.36279052
List key performance indicators for AXA?,How does oil industry perform in Brazil?,0.34734476
List key performance indicators for AXA?,What is the main driver of growth in automobile industry in Europe?,0.4312162
List key performance indicators for AXA?,Which country in Europe is going to grow the most in 2020?,0.3395595
List key performance indicators for AXA?,What are the biggest acquisitions in 2020?,0.38138866
List key performance indicators for AXA?,How impacted is the airline industry in 2020?,0.35285008
List key performance indicators for AXA?,What are the most prominent bankruptcies in 2020?,0.38967934
What are the most prominent legal cases?,How does oil industry perform in Brazil?,0.4718483
What are the most prominent legal cases?,What is the main driver of growth in automobile industry in Europe?,0.58258927
What are the most prominent legal cases?,Which country in Europe is going to grow the most in 2020?,0.67947483
What are the most prominent legal cases?,What are the biggest acquisitions in 2020?,0.69920903
What are the most prominent legal cases?,How impacted is the airline industry in 2020?,0.51131207
What are the most prominent legal cases?,What are the most prominent bankruptcies in 2020?,0.8413662
How does oil industry perform in Brazil?,What is the main driver of growth in automobile industry in Europe?,0.6099148
How does oil industry perform in Brazil?,Which country in Europe is going to grow the most in 2020?,0.6009371
How does oil industry perform in Brazil?,What are the biggest acquisitions in 2020?,0.4903534
How does oil industry perform in Brazil?,How impacted is the airline industry in 2020?,0.7185854
How does oil industry perform in Brazil?,What are the most prominent bankruptcies in 2020?,0.48631254
What is the main driver of growth in automobile industry in Europe?,Which country in Europe is going to grow the most in 2020?,0.71245074
What is the main driver of growth in automobile industry in Europe?,What are the biggest acquisitions in 2020?,0.6423806
What is the main driver of growth in automobile industry in Europe?,How impacted is the airline industry in 2020?,0.6934284
What is the main driver of growth in automobile industry in Europe?,What are the most prominent bankruptcies in 2020?,0.6361402
Which country in Europe is going to grow the most in 2020?,What are the biggest acquisitions in 2020?,0.72437483
Which country in Europe is going to grow the most in 2020?,How impacted is the airline industry in 2020?,0.6485397
Which country in Europe is going to grow the most in 2020?,What are the most prominent bankruptcies in 2020?,0.69283533
What are the biggest acquisitions in 2020?,How impacted is the airline industry in 2020?,0.5535495
What are the biggest acquisitions in 2020?,What are the most prominent bankruptcies in 2020?,0.7301432
How impacted is the airline industry in 2020?,What are the most prominent bankruptcies in 2020?,0.5917741
